type,id,amount,fdcId,nutrient_name,nutrient_unit
FoodNutrient,33292099,0.0,2346389,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292100,83.4,2346389,Vitamin K (phylloquinone),µg
FoodNutrient,28912446,0.402,2346390,"Iron, Fe",mg
FoodNutrient,28912447,12.4,2346390,"Magnesium, Mg",mg
FoodNutrient,28912449,321.0,2346390,"Potassium, K",mg
FoodNutrient,28912450,24.9,2346390,"Sodium, Na",mg
FoodNutrient,28912451,0.303,2346390,"Zinc, Zn",mg
FoodNutrient,28912454,9.34,2346390,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912455,0.106,2346390,Total lipid (fat),g
FoodNutrient,28912456,0.061,2346390,Thiamin,mg
FoodNutrient,28912459,0.329,2346390,Niacin,mg
FoodNutrient,28912460,0.074,2346390,Vitamin B-6,mg
FoodNutrient,28912462,42.6,2346390,"Calcium, Ca",mg
FoodNutrient,28912780,0.883,2346390,Protein,g
FoodNutrient,28912781,3.26,2346390,"Carbohydrate, by difference",g
FoodNutrient,33292104,0.0,2346390,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292105,0.0,2346390,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292106,73.2,2346390,Vitamin K (phylloquinone),µg
FoodNutrient,28912429,0.32,2346391,"Iron, Fe",mg
FoodNutrient,28912430,12.8,2346391,"Magnesium, Mg",mg
FoodNutrient,28912432,277.0,2346391,"Potassium, K",mg
FoodNutrient,28912433,28.9,2346391,"Sodium, Na",mg
FoodNutrient,28912434,0.31,2346391,"Zinc, Zn",mg
FoodNutrient,28912437,15.2,2346391,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912438,0.156,2346391,Total lipid (fat),g
FoodNutrient,28912439,0.082,2346391,Thiamin,mg
FoodNutrient,28912442,0.375,2346391,Niacin,mg
FoodNutrient,28912443,0.071,2346391,Vitamin B-6,mg
FoodNutrient,28912445,39.8,2346391,"Calcium, Ca",mg
FoodNutrient,28912785,4.07,2346391,"Carbohydrate, by difference",g
FoodNutrient,28912784,1.09,2346391,Protein,g
FoodNutrient,33292101,0.0,2346391,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292102,0.0,2346391,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292103,118.0,2346391,Vitamin K (phylloquinone),µg
FoodNutrient,28912610,5.36,2346392,"Iron, Fe",mg
FoodNutrient,28912612,206.0,2346392,"Magnesium, Mg",mg
FoodNutrient,28912616,655.0,2346392,"Potassium, K",mg
FoodNutrient,28912618,0.0,2346392,"Sodium, Na",mg
FoodNutrient,28912621,5.71,2346392,"Zinc, Zn",mg
FoodNutrient,28912628,0.625,2346392,Thiamin,mg
FoodNutrient,28912631,4.47,2346392,Niacin,mg
FoodNutrient,28912633,0.255,2346392,Vitamin B-6,mg
FoodNutrient,28912637,61.3,2346392,Total lipid (fat),g
FoodNutrient,28912639,3.94,2346392,"Fiber, total dietary",g
FoodNutrient,28912646,8.74,2346392,"Calcium, Ca",mg
FoodNutrient,28912789,18.6,2346392,"Carbohydrate, by difference",g
FoodNutrient,28912788,15.7,2346392,Protein,g
FoodNutrient,33292083,0.0,2346392,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292084,0.0,2346392,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292085,3.2,2346392,Vitamin K (phylloquinone),µg
FoodNutrient,28912572,3.74,2346393,"Iron, Fe",mg
FoodNutrient,28912574,258.0,2346393,"Magnesium, Mg",mg
FoodNutrient,28912578,733.0,2346393,"Potassium, K",mg
FoodNutrient,28912580,0.0,2346393,"Sodium, Na",mg
FoodNutrient,28912583,2.86,2346393,"Zinc, Zn",mg
FoodNutrient,28912590,0.16,2346393,Thiamin,mg
FoodNutrient,28912593,3.77,2346393,Niacin,mg
FoodNutrient,28912595,0.101,2346393,Vitamin B-6,mg
FoodNutrient,28912599,51.1,2346393,Total lipid (fat),g
FoodNutrient,28912601,10.8,2346393,"Fiber, total dietary",g
FoodNutrient,28912608,254.0,2346393,"Calcium, Ca",mg
FoodNutrient,28912793,20.0,2346393,"Carbohydrate, by difference",g
FoodNutrient,28912792,21.5,2346393,Protein,g
FoodNutrient,33292080,0.0,2346393,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292081,0.0,2346393,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292082,0.0,2346393,Vitamin K (phylloquinone),µg
FoodNutrient,28912534,2.24,2346394,"Iron, Fe",mg
FoodNutrient,28912536,142.0,2346394,"Magnesium, Mg",mg
FoodNutrient,28912540,424.0,2346394,"Potassium, K",mg
FoodNutrient,28912542,0.0,2346394,"Sodium, Na",mg
FoodNutrient,28912545,2.76,2346394,"Zinc, Zn",mg
FoodNutrient,28912552,0.23,2346394,Thiamin,mg
FoodNutrient,28912555,1.22,2346394,Niacin,mg
FoodNutrient,28912557,0.66,2346394,Vitamin B-6,mg
FoodNutrient,28912561,69.7,2346394,Total lipid (fat),g
FoodNutrient,28912563,5.21,2346394,"Fiber, total dietary",g
FoodNutrient,28912570,88.3,2346394,"Calcium, Ca",mg
FoodNutrient,28912797,10.9,2346394,"Carbohydrate, by difference",g
FoodNutrient,28912796,14.6,2346394,Protein,g
FoodNutrient,33292077,0.0,2346394,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292078,0.0,2346394,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292079,1.7,2346394,Vitamin K (phylloquinone),µg
FoodNutrient,28912496,2.37,2346395,"Iron, Fe",mg
FoodNutrient,28912498,103.0,2346395,"Magnesium, Mg",mg
FoodNutrient,28912502,360.0,2346395,"Potassium, K",mg
FoodNutrient,28912504,0.0,2346395,"Sodium, Na",mg
FoodNutrient,28912507,3.93,2346395,"Zinc, Zn",mg
FoodNutrient,28912514,0.548,2346395,Thiamin,mg
FoodNutrient,28912517,0.946,2346395,Niacin,mg
FoodNutrient,28912519,0.171,2346395,Vitamin B-6,mg
FoodNutrient,28912523,73.3,2346395,Total lipid (fat),g
FoodNutrient,28912525,5.79,2346395,"Fiber, total dietary",g
FoodNutrient,28912532,54.8,2346395,"Calcium, Ca",mg
FoodNutrient,28912801,12.7,2346395,"Carbohydrate, by difference",g
FoodNutrient,28912800,9.96,2346395,Protein,g
FoodNutrient,33292074,0.0,2346395,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292075,0.0,2346395,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292076,4.1,2346395,Vitamin K (phylloquinone),µg
FoodNutrient,28912727,4.34,2346396,"Iron, Fe",mg
FoodNutrient,28912728,126.0,2346396,"Magnesium, Mg",mg
FoodNutrient,28912730,350.0,2346396,"Potassium, K",mg
FoodNutrient,28912731,0.668,2346396,"Sodium, Na",mg
FoodNutrient,28912732,2.74,2346396,"Zinc, Zn",mg
FoodNutrient,28912735,0.406,2346396,Thiamin,mg
FoodNutrient,28912738,0.993,2346396,Niacin,mg
FoodNutrient,28912740,0.701,2346396,Low Molecular Weight Dietary Fiber (LMWDF),g
FoodNutrient,28912741,0.135,2346396,Vitamin B-6,mg
FoodNutrient,28912743,32.0,2346396,"Folate, total",µg
FoodNutrient,28912746,5.89,2346396,Total lipid (fat),g
FoodNutrient,28912750,9.7,2346396,High Molecular Weight Dietary Fiber (HMWDF),g
FoodNutrient,28912751,45.5,2346396,"Calcium, Ca",mg
FoodNutrient,28912805,68.7,2346396,"Carbohydrate, by difference",g
FoodNutrient,28912804,13.5,2346396,Protein,g
FoodNutrient,28912702,3.8,2346397,"Iron, Fe",mg
FoodNutrient,28912703,129.0,2346397,"Magnesium, Mg",mg
FoodNutrient,28912705,376.0,2346397,"Potassium, K",mg
FoodNutrient,28912706,0.311,2346397,"Sodium, Na",mg
FoodNutrient,28912707,2.84,2346397,"Zinc, Zn",mg
FoodNutrient,28912710,0.334,2346397,Thiamin,mg
FoodNutrient,28912713,0.926,2346397,Niacin,mg
FoodNutrient,28912715,0.702,2346397,Low Molecular Weight Dietary Fiber (LMWDF),g
FoodNutrient,28912716,0.119,2346397,Vitamin B-6,mg
FoodNutrient,28912718,30.0,2346397,"Folate, total",µg
FoodNutrient,28912721,5.8,2346397,Total lipid (fat),g
FoodNutrient,28912725,11.2,2346397,High Molecular Weight Dietary Fiber (HMWDF),g
FoodNutrient,28912726,51.3,2346397,"Calcium, Ca",mg
FoodNutrient,28912809,69.8,2346397,"Carbohydrate, by difference",g
FoodNutrient,28912808,12.5,2346397,Protein,g
FoodNutrient,28912673,0.054,2346398,"Iron, Fe",mg
FoodNutrient,28912674,13.4,2346398,"Magnesium, Mg",mg
FoodNutrient,28912676,137.0,2346398,"Potassium, K",mg
FoodNutrient,28912677,0.0,2346398,"Sodium, Na",mg
FoodNutrient,28912678,0.107,2346398,"Zinc, Zn",mg
FoodNutrient,28912680,58.6,2346398,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912682,0.064,2346398,Thiamin,mg
FoodNutrient,28912685,0.228,2346398,Niacin,mg
FoodNutrient,28912690,0.11,2346398,Vitamin B-6,mg
FoodNutrient,28912693,0.211,2346398,Total lipid (fat),g
FoodNutrient,28912698,0.0,2346398,Lactose,g
FoodNutrient,28912700,0.935,2346398,"Fiber, total dietary",g
FoodNutrient,28912701,12.5,2346398,"Calcium, Ca",mg
FoodNutrient,28912813,14.1,2346398,"Carbohydrate, by difference",g
FoodNutrient,28912812,0.461,2346398,Protein,g
FoodNutrient,28912816,11.4,2346398,"Sugars, Total",g
FoodNutrient,28912647,0.105,2346399,"Iron, Fe",mg
FoodNutrient,28912648,12.1,2346399,"Magnesium, Mg",mg
FoodNutrient,28912650,230.0,2346399,"Potassium, K",mg
FoodNutrient,28912651,0.0,2346399,"Sodium, Na",mg
FoodNutrient,28912652,0.065,2346399,"Zinc, Zn",mg
FoodNutrient,28912654,10.4,2346399,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912662,0.049,2346399,Vitamin B-6,mg
FoodNutrient,28912665,0.192,2346399,Total lipid (fat),g
FoodNutrient,28912670,0.0,2346399,Lactose,g
FoodNutrient,28912672,12.3,2346399,"Calcium, Ca",mg
FoodNutrient,28912817,1.04,2346399,Protein,g
FoodNutrient,28912818,16.2,2346399,"Carbohydrate, by difference",g
FoodNutrient,28912821,13.9,2346399,"Sugars, Total",g
FoodNutrient,28912063,0.652,2346400,"Iron, Fe",mg
FoodNutrient,28912064,28.2,2346400,"Magnesium, Mg",mg
FoodNutrient,28912066,290.0,2346400,"Potassium, K",mg
FoodNutrient,28912067,0.0,2346400,"Sodium, Na",mg
FoodNutrient,28912068,0.35,2346400,"Zinc, Zn",mg
FoodNutrient,28912071,0.275,2346400,Total lipid (fat),g
FoodNutrient,28912072,0.06,2346400,Thiamin,mg
FoodNutrient,28912076,0.731,2346400,Niacin,mg
FoodNutrient,28912080,0.0,2346400,Lactose,g
FoodNutrient,28912082,3.01,2346400,"Fiber, total dietary",g
FoodNutrient,28912083,0.121,2346400,Vitamin B-6,mg
FoodNutrient,28912085,40.0,2346400,"Calcium, Ca",mg
FoodNutrient,28912822,1.97,2346400,Protein,g
FoodNutrient,28912823,7.41,2346400,"Carbohydrate, by difference",g
FoodNutrient,28912826,2.33,2346400,"Sugars, Total",g
FoodNutrient,33292116,0.0,2346400,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292117,0.0,2346400,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292118,43.9,2346400,Vitamin K (phylloquinone),µg
FoodNutrient,28912036,0.384,2346401,"Iron, Fe",mg
FoodNutrient,28912037,25.6,2346401,"Magnesium, Mg",mg
FoodNutrient,28912039,450.0,2346401,"Potassium, K",mg
FoodNutrient,28912040,2.74,2346401,"Sodium, Na",mg
FoodNutrient,28912041,0.378,2346401,"Zinc, Zn",mg
FoodNutrient,28912043,10.9,2346401,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912045,0.074,2346401,Thiamin,mg
FoodNutrient,28912048,1.5,2346401,Niacin,mg
FoodNutrient,28912049,1.09,2346401,Low Molecular Weight Dietary Fiber (LMWDF),g
FoodNutrient,28912050,0.157,2346401,Vitamin B-6,mg
FoodNutrient,28912053,0.36,2346401,Total lipid (fat),g
FoodNutrient,28912059,0.0,2346401,Lactose,g
FoodNutrient,28912060,13.8,2346401,High Molecular Weight Dietary Fiber (HMWDF),g
FoodNutrient,28912062,7.8,2346401,"Calcium, Ca",mg
FoodNutrient,28912828,17.8,2346401,"Carbohydrate, by difference",g
FoodNutrient,28912827,2.27,2346401,Protein,g
FoodNutrient,28912831,0.526,2346401,"Sugars, Total",g
FoodNutrient,33292119,0.0,2346401,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292120,0.0,2346401,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292121,1.5,2346401,Vitamin K (phylloquinone),µg
FoodNutrient,28912009,0.391,2346402,"Iron, Fe",mg
FoodNutrient,28912010,23.6,2346402,"Magnesium, Mg",mg
FoodNutrient,28912012,472.0,2346402,"Potassium, K",mg
FoodNutrient,28912013,2.86,2346402,"Sodium, Na",mg
FoodNutrient,28912014,0.392,2346402,"Zinc, Zn",mg
FoodNutrient,28912016,21.3,2346402,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912018,0.066,2346402,Thiamin,mg
FoodNutrient,28912021,1.48,2346402,Niacin,mg
FoodNutrient,28912022,0.888,2346402,Low Molecular Weight Dietary Fiber (LMWDF),g
FoodNutrient,28912023,0.144,2346402,Vitamin B-6,mg
FoodNutrient,28912026,0.248,2346402,Total lipid (fat),g
FoodNutrient,28912032,0.0,2346402,Lactose,g
FoodNutrient,28912033,12.9,2346402,High Molecular Weight Dietary Fiber (HMWDF),g
FoodNutrient,28912035,5.13,2346402,"Calcium, Ca",mg
FoodNutrient,28912832,2.06,2346402,Protein,g
FoodNutrient,28912833,16.3,2346402,"Carbohydrate, by difference",g
FoodNutrient,28912836,0.664,2346402,"Sugars, Total",g
FoodNutrient,33292122,0.0,2346402,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292123,0.0,2346402,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292124,1.1,2346402,Vitamin K (phylloquinone),µg
FoodNutrient,28911982,0.373,2346403,"Iron, Fe",mg
FoodNutrient,28911983,22.3,2346403,"Magnesium, Mg",mg
FoodNutrient,28911985,446.0,2346403,"Potassium, K",mg
FoodNutrient,28911986,2.24,2346403,"Sodium, Na",mg
FoodNutrient,28911987,0.374,2346403,"Zinc, Zn",mg
FoodNutrient,28911989,23.3,2346403,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28911991,0.051,2346403,Thiamin,mg
FoodNutrient,28911994,1.58,2346403,Niacin,mg
FoodNutrient,28911995,0.586,2346403,Low Molecular Weight Dietary Fiber (LMWDF),g
FoodNutrient,28911996,0.145,2346403,Vitamin B-6,mg
FoodNutrient,28911999,0.264,2346403,Total lipid (fat),g
FoodNutrient,28912005,0.0,2346403,Lactose,g
FoodNutrient,28912006,13.2,2346403,High Molecular Weight Dietary Fiber (HMWDF),g
FoodNutrient,28912008,5.94,2346403,"Calcium, Ca",mg
FoodNutrient,28912837,1.81,2346403,Protein,g
FoodNutrient,28912838,16.0,2346403,"Carbohydrate, by difference",g
FoodNutrient,28912841,0.645,2346403,"Sugars, Total",g
FoodNutrient,33292128,0.0,2346403,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292129,0.0,2346403,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292130,0.8,2346403,Vitamin K (phylloquinone),µg
FoodNutrient,28912133,0.398,2346404,"Iron, Fe",mg
FoodNutrient,28912134,19.1,2346404,"Magnesium, Mg",mg
FoodNutrient,28912136,486.0,2346404,"Potassium, K",mg
FoodNutrient,28912137,0.0,2346404,"Sodium, Na",mg
FoodNutrient,28912138,0.337,2346404,"Zinc, Zn",mg
FoodNutrient,28912140,14.8,2346404,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912142,0.045,2346404,Thiamin,mg
FoodNutrient,28912145,0.432,2346404,Niacin,mg
FoodNutrient,28912146,0.157,2346404,Low Molecular Weight Dietary Fiber (LMWDF),g
FoodNutrient,28912147,0.124,2346404,Vitamin B-6,mg
FoodNutrient,28912150,0.375,2346404,Total lipid (fat),g
FoodNutrient,28912156,0.0,2346404,Lactose,g
FoodNutrient,28912157,4.25,2346404,High Molecular Weight Dietary Fiber (HMWDF),g
FoodNutrient,28912159,22.3,2346404,"Calcium, Ca",mg
FoodNutrient,28912843,17.3,2346404,"Carbohydrate, by difference",g
FoodNutrient,28912842,1.58,2346404,Protein,g
FoodNutrient,28912846,6.06,2346404,"Sugars, Total",g
FoodNutrient,33292125,0.0,2346404,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292126,0.0,2346404,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292127,0.2,2346404,Vitamin K (phylloquinone),µg
FoodNutrient,28912117,0.0,2346405,"Iron, Fe",mg
FoodNutrient,28912118,10.9,2346405,"Magnesium, Mg",mg
FoodNutrient,28912120,265.0,2346405,"Potassium, K",mg
FoodNutrient,28912121,97.2,2346405,"Sodium, Na",mg
FoodNutrient,28912122,0.093,2346405,"Zinc, Zn",mg
FoodNutrient,28912125,0.162,2346405,Total lipid (fat),g
FoodNutrient,28912130,0.052,2346405,Vitamin B-6,mg
FoodNutrient,28912132,46.3,2346405,"Calcium, Ca",mg
FoodNutrient,28912847,0.492,2346405,Protein,g
FoodNutrient,28912848,3.32,2346405,"Carbohydrate, by difference",g
FoodNutrient,28912102,0.0,2346406,"Iron, Fe",mg
FoodNutrient,28912103,10.1,2346406,"Magnesium, Mg",mg
FoodNutrient,28912105,170.0,2346406,"Potassium, K",mg
FoodNutrient,28912106,1.52,2346406,"Sodium, Na",mg
FoodNutrient,28912107,0.204,2346406,"Zinc, Zn",mg
FoodNutrient,28912110,0.178,2346406,Total lipid (fat),g
FoodNutrient,28912116,16.3,2346406,"Calcium, Ca",mg
FoodNutrient,28912851,0.625,2346406,Protein,g
FoodNutrient,28912852,2.95,2346406,"Carbohydrate, by difference",g
FoodNutrient,33292107,0.0,2346406,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292108,0.0,2346406,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292109,24.0,2346406,Vitamin K (phylloquinone),µg
FoodNutrient,28912086,0.066,2346407,"Iron, Fe",mg
FoodNutrient,28912087,13.9,2346407,"Magnesium, Mg",mg
FoodNutrient,28912089,207.0,2346407,"Potassium, K",mg
FoodNutrient,28912090,16.1,2346407,"Sodium, Na",mg
FoodNutrient,28912091,0.211,2346407,"Zinc, Zn",mg
FoodNutrient,28912093,40.3,2346407,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912095,0.228,2346407,Total lipid (fat),g
FoodNutrient,28912099,0.138,2346407,Vitamin B-6,mg
FoodNutrient,28912101,41.8,2346407,"Calcium, Ca",mg
FoodNutrient,28912855,0.961,2346407,Protein,g
FoodNutrient,28912856,6.38,2346407,"Carbohydrate, by difference",g
FoodNutrient,33292110,0.0,2346407,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292111,0.0,2346407,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292112,59.4,2346407,Vitamin K (phylloquinone),µg
FoodNutrient,28912233,0.0,2346408,"Iron, Fe",mg
FoodNutrient,28912234,13.3,2346408,"Magnesium, Mg",mg
FoodNutrient,28912236,269.0,2346408,"Potassium, K",mg
FoodNutrient,28912237,11.7,2346408,"Sodium, Na",mg
FoodNutrient,28912238,0.245,2346408,"Zinc, Zn",mg
FoodNutrient,28912240,53.9,2346408,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912242,0.214,2346408,Total lipid (fat),g
FoodNutrient,28912246,0.179,2346408,Vitamin B-6,mg
FoodNutrient,28912248,31.0,2346408,"Calcium, Ca",mg
FoodNutrient,28912859,1.24,2346408,Protein,g
FoodNutrient,28912860,6.79,2346408,"Carbohydrate, by difference",g
FoodNutrient,33292113,0.0,2346408,Vitamin K (Menaquinone-4),µg
FoodNutrient,33292114,0.0,2346408,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,33292115,32.3,2346408,Vitamin K (phylloquinone),µg
FoodNutrient,28912207,0.255,2346409,"Iron, Fe",mg
FoodNutrient,28912208,12.5,2346409,"Magnesium, Mg",mg
FoodNutrient,28912210,161.0,2346409,"Potassium, K",mg
FoodNutrient,28912211,0.0,2346409,"Sodium, Na",mg
FoodNutrient,28912212,0.114,2346409,"Zinc, Zn",mg
FoodNutrient,28912215,59.6,2346409,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912224,0.22,2346409,Total lipid (fat),g
FoodNutrient,28912230,0.0,2346409,Lactose,g
FoodNutrient,28912232,16.9,2346409,"Calcium, Ca",mg
FoodNutrient,28912864,7.96,2346409,"Carbohydrate, by difference",g
FoodNutrient,28912863,0.641,2346409,Protein,g
FoodNutrient,28912867,4.86,2346409,"Sugars, Total",g
FoodNutrient,28912181,0.45,2346410,"Iron, Fe",mg
FoodNutrient,28912182,19.2,2346410,"Magnesium, Mg",mg
FoodNutrient,28912184,156.0,2346410,"Potassium, K",mg
FoodNutrient,28912185,0.0,2346410,"Sodium, Na",mg
FoodNutrient,28912186,0.221,2346410,"Zinc, Zn",mg
FoodNutrient,28912189,23.0,2346410,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912198,0.188,2346410,Total lipid (fat),g
FoodNutrient,28912204,0.0,2346410,Lactose,g
FoodNutrient,28912206,16.4,2346410,"Calcium, Ca",mg
FoodNutrient,28912869,12.9,2346410,"Carbohydrate, by difference",g
FoodNutrient,28912868,1.01,2346410,Protein,g
FoodNutrient,28912872,2.68,2346410,"Sugars, Total",g
FoodNutrient,28912160,0.34,2346411,"Iron, Fe",mg
FoodNutrient,28912161,6.18,2346411,"Magnesium, Mg",mg
FoodNutrient,28912163,85.6,2346411,"Potassium, K",mg
FoodNutrient,28912164,0.0,2346411,"Sodium, Na",mg
FoodNutrient,28912165,0.085,2346411,"Zinc, Zn",mg
FoodNutrient,28912168,8.06,2346411,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912169,0.306,2346411,Total lipid (fat),g
FoodNutrient,28912176,0.0,2346411,Lactose,g
FoodNutrient,28912180,11.7,2346411,"Calcium, Ca",mg
FoodNutrient,28912873,0.703,2346411,Protein,g
FoodNutrient,28912874,14.6,2346411,"Carbohydrate, by difference",g
FoodNutrient,28912877,9.36,2346411,"Sugars, Total",g
FoodNutrient,28912296,0.162,2346412,"Iron, Fe",mg
FoodNutrient,28912297,8.56,2346412,"Magnesium, Mg",mg
FoodNutrient,28912299,229.0,2346412,"Potassium, K",mg
FoodNutrient,28912300,7.0,2346412,"Sodium, Na",mg
FoodNutrient,28912301,0.036,2346412,"Zinc, Zn",mg
FoodNutrient,28912304,3.31,2346412,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912305,0.164,2346412,Total lipid (fat),g
FoodNutrient,28912312,0.0,2346412,Lactose,g
FoodNutrient,28912316,10.2,2346412,"Calcium, Ca",mg
FoodNutrient,28912878,0.914,2346412,Protein,g
FoodNutrient,28912879,20.2,2346412,"Carbohydrate, by difference",g
FoodNutrient,28912882,17.3,2346412,"Sugars, Total",g
FoodNutrient,28912275,0.199,2346413,"Iron, Fe",mg
FoodNutrient,28912276,7.12,2346413,"Magnesium, Mg",mg
FoodNutrient,28912278,218.0,2346413,"Potassium, K",mg
FoodNutrient,28912279,3.17,2346413,"Sodium, Na",mg
FoodNutrient,28912280,0.027,2346413,"Zinc, Zn",mg
FoodNutrient,28912283,3.02,2346413,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912284,0.232,2346413,Total lipid (fat),g
FoodNutrient,28912291,0.0,2346413,Lactose,g
FoodNutrient,28912295,9.9,2346413,"Calcium, Ca",mg
FoodNutrient,28912883,0.899,2346413,Protein,g
FoodNutrient,28912884,18.6,2346413,"Carbohydrate, by difference",g
FoodNutrient,28912887,16.1,2346413,"Sugars, Total",g
FoodNutrient,28912249,0.045,2346414,"Iron, Fe",mg
FoodNutrient,28912250,3.94,2346414,"Magnesium, Mg",mg
FoodNutrient,28912252,108.0,2346414,"Potassium, K",mg
FoodNutrient,28912253,0.504,2346414,"Sodium, Na",mg
FoodNutrient,28912254,0.003,2346414,"Zinc, Zn",mg
FoodNutrient,28912257,43.7,2346414,"Vitamin C, total ascorbic acid",mg
FoodNutrient,28912266,0.162,2346414,Total lipid (fat),g
FoodNutrient,28912272,0.0,2346414,Lactose,g
FoodNutrient,28912274,3.82,2346414,"Calcium, Ca",mg
FoodNutrient,28912889,12.3,2346414,"Carbohydrate, by difference",g
FoodNutrient,28912888,0.273,2346414,Protein,g
FoodNutrient,28912892,9.66,2346414,"Sugars, Total",g
FoodNutrient,31222529,7.56,2512371,"Iron, Fe",mg
FoodNutrient,31222530,233.0,2512371,"Magnesium, Mg",mg
FoodNutrient,31222532,396.0,2512371,"Potassium, K",mg
FoodNutrient,31222533,0.0,2512371,"Sodium, Na",mg
FoodNutrient,31222534,3.0,2512371,"Zinc, Zn",mg
FoodNutrient,31222538,0.059,2512371,Thiamin,mg
FoodNutrient,31222539,0.175,2512371,Riboflavin,mg
FoodNutrient,31222541,0.748,2512371,Niacin,mg
FoodNutrient,31222542,1.09,2512371,Low Molecular Weight Dietary Fiber (LMWDF),g
FoodNutrient,31222543,0.387,2512371,Vitamin B-6,mg
FoodNutrient,31222547,6.24,2512371,Total lipid (fat),g
FoodNutrient,31222551,7.86,2512371,High Molecular Weight Dietary Fiber (HMWDF),g
FoodNutrient,31222552,7.21,2512371,"Fiber, total dietary",g
FoodNutrient,31222553,135.0,2512371,"Calcium, Ca",mg
FoodNutrient,31222702,13.2,2512371,Protein,g
FoodNutrient,31222703,68.8,2512371,"Carbohydrate, by difference",g
FoodNutrient,31222479,4.53,2512372,"Iron, Fe",mg
FoodNutrient,31222480,164.0,2512372,"Magnesium, Mg",mg
FoodNutrient,31222482,551.0,2512372,"Potassium, K",mg
FoodNutrient,31222483,6.32,2512372,"Sodium, Na",mg
FoodNutrient,31222484,2.77,2512372,"Zinc, Zn",mg
FoodNutrient,31222488,0.345,2512372,Thiamin,mg
FoodNutrient,31222489,0.316,2512372,Riboflavin,mg
FoodNutrient,31222491,1.21,2512372,Niacin,mg
FoodNutrient,31222492,0.148,2512372,Low Molecular Weight Dietary Fiber (LMWDF),g
FoodNutrient,31222493,0.222,2512372,Vitamin B-6,mg
FoodNutrient,31222497,6.6,2512372,Total lipid (fat),g
FoodNutrient,31222501,6.33,2512372,High Molecular Weight Dietary Fiber (HMWDF),g
FoodNutrient,31222502,6.3,2512372,"Fiber, total dietary",g
FoodNutrient,31222503,37.6,2512372,"Calcium, Ca",mg
FoodNutrient,31222706,11.9,2512372,Protein,g
FoodNutrient,31222707,69.5,2512372,"Carbohydrate, by difference",g
FoodNutrient,31222504,3.72,2512373,"Iron, Fe",mg
FoodNutrient,31222505,116.0,2512373,"Magnesium, Mg",mg
FoodNutrient,31222507,335.0,2512373,"Potassium, K",mg
FoodNutrient,31222508,0.0,2512373,"Sodium, Na",mg
FoodNutrient,31222509,1.66,2512373,"Zinc, Zn",mg
FoodNutrient,31222513,0.27,2512373,Thiamin,mg
FoodNutrient,31222514,0.15,2512373,Riboflavin,mg
FoodNutrient,31222516,3.95,2512373,Niacin,mg
FoodNutrient,31222517,0.0,2512373,Low Molecular Weight Dietary Fiber (LMWDF),g
FoodNutrient,31222518,0.166,2512373,Vitamin B-6,mg
FoodNutrient,31222522,3.59,2512373,Total lipid (fat),g
FoodNutrient,31222526,7.43,2512373,High Molecular Weight Dietary Fiber (HMWDF),g
